# ID  CHIPNUM  XPIX  WAVE   WAVE_ERR   FLUX  NAME USEWAVE
 1438   1 1048.31  16719.7314  2.0      7.39    ?    1
 1439   1 1040.62  16721.5454  2.0     23.40   UI    1
 1440   1 1033.97  16723.1128  2.0      9.26  UII    1
 1441   1 1030.33  16723.9697  3.0      1.98    ?    1
 1442   1 1024.73  16725.2881  1.0     15.09   UI    1
 1443   1 1020.77  16726.2207  3.0      2.91    ?    1
 1444   1 1016.67  16727.1851  3.0      4.71   UI    1
 1445   1 1010.59  16728.6169  3.0      5.30   UI    1
 1446   1 1001.90  16730.6592  3.0      2.94   UI    1
 1447   1 1000.35  16731.0217  2.0      4.92   UI    1
 1448   1  993.55  16732.6196  1.0     44.20   UI    1
 1449   1  991.72  16733.0493  2.0     25.32   UI    1
 1450   1  987.57  16734.0234  2.0     10.29   UI    1
 1451   1  982.78  16735.1465  2.0    101.03   UI    1
 1452   1  978.53  16736.1426  2.0      7.12    ?    1
 1453   1  977.45  16736.3977  3.0     16.10   UI    1
 1454   1  969.44  16738.2739  6.0      2.84   UI    1
 1455   1  967.15  16738.8098  2.0     68.16   UI    1
 1456   1  966.25  16739.0198  2.0     13.19  UII    1
 1457   1  963.09  16739.7607  3.0      3.87   UI    1
 1458   1  961.65  16740.0964  3.0      4.51   UI    1
 1459   1  960.38  16740.3943  3.0      3.00  UII    1
 1460   1  956.73  16741.2500  2.0     14.93    ?    1
 1461   1  952.36  16742.2705  1.0     23.62   UI    1
 1462   1  942.18  16744.6497  2.0   1465.14   Ar    1
 1463   1  939.68  16745.2356  4.0      3.35   UI    1
 1464   1  938.70  16745.4626  1.0     29.98   UI    1
 1465   1  937.61  16745.7178  2.0      6.32  UII    1
 1466   1  933.05  16746.7834  1.0     10.06   UI    1
 1467   1  918.00  16750.2930  1.0     38.46   UI    1
 1468   1  915.69  16750.8325  2.0     11.43   UI    1
 1469   1  907.20  16752.8088  2.0      8.52   UI    1
 1470   1  900.09  16754.4653  4.0      2.11   UI    1
 1471   1  895.25  16755.5896  2.0      6.29   UI    1
 1472   1  893.23  16756.0608  1.0     20.06   UI    1
 1473   1  892.20  16756.2988  3.0      2.30   UI    1
 1474   1  887.37  16757.4231  3.0      1.80   UI    1
 1475   1  879.70  16759.2041  2.0      4.17   UI    1
 1476   1  877.82  16759.6399  1.0     11.57    ?    1
 1477   1  874.92  16760.3149  1.0     20.18   UI    1
 1478   1  870.18  16761.4136  2.0     42.31   UI    1
 1479   1  861.20  16763.4973  4.0      2.90  UII    1
 1480   1  842.79  16767.7612  2.0      5.31    ?    1
 1481   1  840.75  16768.2336  1.0     50.88   UI    1
 1482   1  833.99  16769.7961  3.0      2.10   UI    1
 1483   1  832.22  16770.2063  2.0     10.24   UI    1
 1484   1  829.30  16770.8813  1.0    183.93   UI    1
 1485   1  824.69  16771.9458  2.0     15.49   UI    1
 1486   1  823.22  16772.2864  1.0     68.82   UI    1
 1487   1  817.42  16773.6255  3.0      2.38   UI    1
 1488   1  816.04  16773.9441  3.0      3.82    ?    1
 1489   1  812.17  16774.8364  3.0      5.87    ?    1
 1490   1  808.97  16775.5750  1.0     19.93   UI    1
 1491   1  805.94  16776.2744  1.0     47.95   UI    1
 1492   1  789.59  16780.0415  2.0     45.01   UI    1
 1493   1  787.34  16780.5579  1.0      8.54   UI    1
 1494   1  777.93  16782.7246  3.0      2.54   UI    1
 1495   1  772.14  16784.0540  2.0      4.60   UI    1
 1496   1  770.25  16784.4885  1.0     16.06   UI    1
 1497   1  746.30  16789.9866  4.0      1.87   UI    1
 1498   1  742.98  16790.7471  2.0      8.97   UI    1
 1499   1  732.59  16793.1274  2.0     14.17   UI    1
 1500   1  726.41  16794.5422  2.0      3.63   UI    1
 1501   1  725.02  16794.8608  3.0      8.68   UI    1
 1502   1  722.87  16795.3516  2.0      7.66   UI    1
 1503   1  721.42  16795.6824  4.0      2.19   UI    1
 1504   1  714.87  16797.1814  2.0      5.16   UI    1
 1505   1  688.65  16803.1653  3.0      1.90    ?    1
 1506   1  681.60  16804.7729  4.0      2.05    ?    1
 1507   1  676.36  16805.9656  2.0     48.87   UI    1
 1508   1  672.36  16806.8774  2.0     19.26  UII    1
 1509   1  664.99  16808.5547  2.0      2.89   UI    1
 1510   1  655.11  16810.7996  3.0      2.34   UI    1
 1511   1  647.78  16812.4658  3.0      2.12   UI    1
 1512   1  639.57  16814.3274  3.0      5.82   UI    1
 1513   1  635.33  16815.2905  2.0      6.12   UI    1
 1514   1  634.41  16815.4993  3.0      3.05   UI    1
 1515   1  625.86  16817.4365  2.0      9.50   UI    1
 1516   1  611.47  16820.6946  2.0     10.79   UI    1
 1517   1  609.71  16821.0938  4.0      5.02   UI    1
 1518   1  608.29  16821.4148  4.0      4.15  UII    1
 1519   1  600.53  16823.1677  2.0     18.27   UI    1
 1520   1  598.92  16823.5327  3.0      2.16   UI    1
 1521   1  595.72  16824.2554  2.0      3.58   UI    1
 1522   1  593.72  16824.7070  3.0      2.94   UI    1
 1523   1  591.63  16825.1782  3.0      9.22  UII    1
 1524   1  582.71  16827.1924  2.0     13.64   UI    1
 1525   1  575.28  16828.8672  1.0    139.36   UI    1
 1526   1  564.80  16831.2292  4.0      2.24   UI    1
 1527   1  556.03  16833.2031  2.0     34.03   UI    1
 1528   1  554.60  16833.5242  2.0      5.64   UI    1
 1529   1  549.86  16834.5923  2.0      9.31   UI    1
 1530   1  547.36  16835.1526  2.0      4.46   UI    1
 1531   1  543.70  16835.9753  3.0      2.26    ?    1
 1532   1  542.71  16836.1975  2.0      7.16   UI    1
 1533   1  538.90  16837.0544  2.0      6.65   UI    1
 1534   1  535.55  16837.8064  2.0      6.21   UI    1
 1535   1  512.06  16843.0750  2.0    128.92  UII    1
 1536   1  504.50  16844.7693  5.0      1.47   UI    1
 1537   1  486.93  16848.6975  2.0      6.20  UII    1
 1538   1  485.00  16849.1284  3.0      3.16    ?    1
 1539   1  482.42  16849.7046  2.0      4.13   UI    1
 1540   1  479.72  16850.3076  3.0      1.91   UI    1
 1541   1  478.64  16850.5493  3.0      3.75   UI    1
 1542   1  476.16  16851.1035  2.0     10.54    ?    1
 1543   1  460.50  16854.5972  1.0     57.29    ?    1
 1544   1  447.99  16857.3816  2.0      4.52   UI    1
 1545   1  447.42  16857.5085  2.0      3.78    ?    1
 1546   1  442.60  16858.5815  1.0     34.76   UI    1
 1547   1  436.41  16859.9585  3.0      2.86  UII    1
 1548   1  432.68  16860.7886  3.0      2.21   UI    1
 1549   1  420.55  16863.4814  2.0      4.25   UI    1
 1550   1  417.97  16864.0540  1.0     81.12  UII    1
 1551   1  415.08  16864.6948  2.0     24.82   Ar    1
 1552   1  412.25  16865.3235  2.0      7.28   UI    1
 1553   1  408.51  16866.1536  5.0      1.87    ?    1
 1554   1  405.75  16866.7651  2.0      3.94   UI    1
 1555   1  400.61  16867.9041  1.0      9.68   UI    1
 1556   1  399.17  16868.2214  2.0     13.18   UI    1
 1557   1  395.17  16869.1077  3.0      2.80   UI    1
 1558   1  393.79  16869.4128  1.0     28.04   UI    1
 1559   1  381.09  16872.2229  2.0      7.27   UI    1
 1560   1  378.13  16872.8772  2.0     67.10  UII    1
 1561   1  375.09  16873.5498  3.0      3.01   UI    1
 1562   1  371.49  16874.3445  2.0     60.22   UI    1
 1563   1  369.45  16874.7949  2.0    103.76   UI    1
 1564   1  357.96  16877.3315  4.0      2.36  UII    1
 1565   1  354.20  16878.1604  2.0      2.64   UI    1
 1566   1  351.62  16878.7280  3.0      8.86   UI    1
 1567   1  345.17  16880.1501  2.0      7.52    ?    1
 1568   1  339.83  16881.3269  2.0      6.88   UI    1
 1569   1  337.74  16881.7871  2.0      5.64   UI    1
 1570   1  315.68  16886.6357  2.0      4.15   UI    1
 1571   1  305.96  16888.7695  1.0    129.84   UI    1
 1572   1  301.46  16889.7583  1.0     93.84   UI    1
 1573   1  296.18  16890.9143  2.0      3.99   UI    1
 1574   1  287.26  16892.8687  1.0     16.47   UI    1
 1575   1  281.13  16894.2114  3.0      2.48   UI    1
 1576   1  277.06  16895.1025  3.0      2.72   UI    1
 1577   1  269.36  16896.7847  1.0    111.75  UII    1
 1578   1  265.66  16897.5940  3.0      3.17   UI    1
 1579   1  264.33  16897.8857  4.0      7.29   UI    1
 1580   1  259.18  16899.0088  4.0      7.07  UII    1
 1581   1  248.91  16901.2500  2.0      3.82  UII    1
 1582   1  234.91  16904.3018  2.0      5.79    ?    1
 1583   1  232.94  16904.7314  3.0     10.81   UI    1
 1584   1  220.80  16907.3743  2.0      5.03   UI    1
 1585   1  216.22  16908.3691  4.0      1.98   UI    1
 1586   1  211.53  16909.3884  1.0     18.36   UI    1
 1587   1  209.82  16909.7595  2.0     10.16   UI    1
 1588   1  205.86  16910.6201  1.0   1159.42   UI    1
 1589   1  197.36  16912.4658  1.0    218.54   UI    1
 1590   1  193.18  16913.3728  2.0      4.41    ?    1
 1591   1  189.92  16914.0784  2.0    104.20   UI    1
 1592   1  183.52  16915.4663  2.0      3.12   UI    1
 1593   1  176.96  16916.8860  3.0      9.86   UI    1
 1594   1  168.06  16918.8135  2.0     11.82   UI    1
 1595   1  160.81  16920.3809  2.0      7.09   UI    1
 1596   1  158.10  16920.9656  3.0      9.46   UI    1
 1597   1  153.95  16921.8640  2.0     98.03   UI    1
 1598   1  143.21  16924.1809  5.0      9.31   UI    1
 1599   1  134.93  16925.9668  6.0      6.14   UI    1
 1600   1  121.71  16928.8147  3.0      4.15   UI    1
 1601   1  118.68  16929.4678  4.0      4.57  UII    1
 1602   1  116.53  16929.9304  3.0      8.74   UI    1
 1603   1   88.26  16936.0034  1.0   1035.63   UI    1
 1604   1   79.72  16937.8345  3.0      5.70   UI    1
 1605   1   71.77  16939.5374  2.0     18.56  UII    1
 1606   1   45.24  16945.2112  1.0  20083.09   Ar    1
 1607   1    8.49  16953.0444  2.0     33.45  UII    1
 1608   1  -10.14  16957.0056  2.0     11.61   UI    1
 1609   1  -27.90  16960.7715  3.0      9.66   UI    1
 1610   1  -29.08  16961.0217  5.0      7.18    ?    1
