APOGEE_ID,DDO51,DDO51ERR,M,MERR,T2,T2ERR
2M10135510-0117039,17.592,0.018,17.639,0.02,15.882,0.02
2M10135531-0125402,0.0,0.0,0.0,0.0,0.0,0.0
2M10135699-0158514,12.909,0.02,12.867,0.021,11.492,0.016
2M10135723-0144452,18.151,0.019,18.222,0.023,16.559,0.021
2M10135771-0138531,17.613,0.019,17.697,0.021,15.839,0.02
2M10135914-0140215,18.589,0.021,18.682,0.025,17.274,0.026
2M10140002-0201362,15.968,0.02,15.993,0.022,14.691,0.016
2M10140035-0110253,17.568,0.017,17.595,0.02,15.683,0.02
2M10140363-0205477,18.552,0.01523975,18.599998,0.015811387,17.168999,0.018384777
2M10140397-0217507,11.583,0.052,11.572,0.056,10.799,0.025
2M10140428-0113225,18.122,0.019,18.173,0.021,16.588,0.022
2M10140468-0123465,18.647,0.021,18.518,0.022,17.156,0.024
2M10140468-0123465,0.0,0.0,0.0,0.0,0.0,0.0
2M10140616-0142409,17.591,0.019,17.655,0.022,15.873,0.02
2M10140656-0127244,17.619,0.018,17.662,0.022,16.452,0.021
2M10141028-0204279,20.404999,0.043846324,20.493,0.04341659,17.4505,0.021213204
2M10141205-0141564,0.0,0.0,0.0,0.0,0.0,0.0
2M10141370-0215096,11.613,0.038,11.61,0.052,10.837,0.05
2M10141370-0215096,0.0,0.0,0.0,0.0,0.0,0.0
2M10141403-0053083,18.787,0.024,18.872,0.025,17.401,0.042
2M10141827-0147268,0.0,0.0,0.0,0.0,0.0,0.0
2M10141845-0143213,18.0,0.019,18.073,0.023,16.994,0.022
2M10141845-0143213,0.0,0.0,0.0,0.0,0.0,0.0
2M10141920-0112043,14.706,0.017,14.459,0.019,12.895,0.019
2M10142606-0227310,16.684,0.015,16.63,0.02,15.306,0.018
2M10142798-0114356,18.325,0.019,18.387,0.023,16.893,0.025
2M10142798-0114356,0.0,0.0,0.0,0.0,0.0,0.0
2M10142998-0144077,20.047,0.035,20.152,0.052,17.067,0.028
2M10143342-0135549,18.089,0.019,18.141,0.023,16.519,0.02
2M10143371-0145125,17.741,0.019,17.796,0.022,16.137,0.02
2M10143395-0117192,18.579,0.02,18.623,0.022,17.169,0.024
2M10143584-0054013,17.62,0.019,17.691,0.019,15.859,0.024
2M10143609-0134465,13.125,0.017,13.104,0.02,11.732,0.018
2M10143647-0211541,14.129,0.015,14.101,0.015,13.057,0.018
2M10143705-0129399,18.504,0.02,18.587,0.024,17.057,0.024
2M10143985-0110527,18.002,0.018,18.028,0.021,16.353,0.021
2M10144343-0135015,18.628,0.02,18.647,0.024,17.205,0.025
2M10144407-0227077,13.419,0.014,13.437,0.019,12.465,0.017
2M10144407-0227077,0.0,0.0,0.0,0.0,0.0,0.0
2M10144428-0110021,11.315,0.053,11.053,0.083,10.782,0.036
2M10144447-0128103,17.965,0.019,17.998,0.022,16.394,0.02
2M10145164-0058445,0.0,0.0,0.0,0.0,0.0,0.0
2M10145290-0216450,14.698,0.016,14.457,0.015,12.987,0.018
2M10145290-0216450,0.0,0.0,0.0,0.0,0.0,0.0
2M10145306-0159407,18.335,0.022,18.359,0.025,16.952,0.02
2M10145574-0139181,17.964,0.019,17.956,0.022,16.591,0.02
2M10145716-0206327,12.6245,0.0125,12.624001,0.012903487,11.745001,0.012041595
2M10145716-0206327,0.0,0.0,0.0,0.0,0.0,0.0
2M10145786-0142312,13.797,0.017,13.762,0.02,12.455,0.018
2M10145923-0101026,17.76,0.02,17.808,0.019,16.11,0.024
2M10145998-0208005,13.2945,0.0125,13.3064995,0.012903487,12.4385,0.012041595
2M10150084-0224132,11.239,0.068,11.098,0.081,10.857,0.034
2M10150084-0224132,0.0,0.0,0.0,0.0,0.0,0.0
2M10150261-0129550,17.625,0.018,17.673,0.022,15.999,0.019
2M10150423-0103278,16.445,0.018,16.457,0.018,15.244,0.023
2M10150476-0117484,16.834,0.017,16.889,0.019,15.625,0.021
2M10150947-0217038,13.492,0.015,13.516,0.015,12.703,0.018
2M10151092-0128088,13.021,0.017,13.028,0.02,12.024,0.018
2M10151280-0132525,0.0,0.0,0.0,0.0,0.0,0.0
2M10151420-0159280,17.13,0.02,17.138,0.022,16.271,0.018
2M10151869-0210010,15.057,0.016,14.841,0.015,12.539,0.018
AP10152165-0136483,18.418,0.021,18.514,0.025,17.057,0.025
AP10152165-0136483,0.0,0.0,0.0,0.0,0.0,0.0
2M10152530-0157329,15.29,0.02,15.237,0.021,12.165,0.015
2M10152592-0204318,22.937,0.635,22.329,0.256,18.593,0.069
2M10152612-0100296,12.673,0.018,12.589,0.017,11.281,0.023
2M10152648-0125203,0.0,0.0,0.0,0.0,0.0,0.0
2M10152734-0154439,15.45,0.02,15.399,0.021,14.008,0.015
2M10152878-0114299,18.355,0.02,18.439,0.022,16.877,0.022
2M10152996-0217340,10.955,0.048,10.935,0.065,11.032,0.025
2M10153103-0209073,17.873,0.018,17.893,0.016,16.729,0.022
2M10153227-0216285,0.0,0.0,0.0,0.0,0.0,0.0
2M10153545-0131108,18.363,0.02,18.445,0.024,16.943,0.023
2M10153638-0128116,17.444,0.019,17.492,0.022,16.382,0.022
2M10154210-0145266,0.0,0.0,0.0,0.0,0.0,0.0
2M10154650-0150357,0.0,0.0,0.0,0.0,0.0,0.0
2M10155207-0133310,0.0,0.0,0.0,0.0,0.0,0.0
2M10155268-0155583,17.357,0.018,17.399,0.021,16.154,0.023
2M10155281-0128555,16.919,0.036,17.167,0.018,15.932,0.016
2M10155433-0202039,16.789,0.017,16.663,0.021,15.171,0.022
2M10155532-0150488,15.747,0.017,15.772,0.02,14.558,0.022
2M10155735-0134083,15.94,0.016,15.96,0.017,14.466,0.014
2M10160224-0118238,14.87,0.021,14.93,0.02,13.72,0.016
2M10160246-0110205,16.502,0.021,16.551,0.02,15.353,0.017
2M10160378-0112288,18.529,0.025,18.581,0.023,17.111,0.022
2M10160622-0154104,0.0,0.0,0.0,0.0,0.0,0.0
2M10160742-0128200,16.45,0.016,16.474,0.017,15.276,0.015
2M10161506-0155107,11.266,0.061,11.204,0.067,10.251,0.068
2M10161506-0155107,0.0,0.0,0.0,0.0,0.0,0.0
2M10161804-0119483,0.0,0.0,0.0,0.0,0.0,0.0
2M10162095-0151049,16.242,0.017,16.269,0.021,15.005,0.022
2M10162577-0141040,16.564,0.016,16.578,0.017,15.084,0.014
2M10163196-0141523,0.0,0.0,0.0,0.0,0.0,0.0
2M00572816-3333133,17.4444,0.0306,17.4679,0.0216,15.6722,0.0256
2M00573103-3403016,11.2319,0.1919,11.6323,0.149,10.8796,0.1803
2M00573273-3334073,17.5527,0.0304,17.6024,0.0212,15.9568,0.025
2M00573554-3341220,18.0359,0.0483,18.1139,0.029,16.5505,0.0289
2M00573595-3356414,0.0,0.0,0.0,0.0,0.0,0.0
2M00575006-3340047,17.2672,0.0411,17.2827,0.0283,15.5306,0.0249
2M00575508-3359410,17.3911,0.0198,17.4409,0.0312,15.6857,0.0232
2M00580292-3349068,17.2325,0.0431,17.3021,0.0278,15.5166,0.0291
2M00580407-3350416,17.9508,0.046,18.009,0.033,16.4668,0.0286
2M00580552-3355164,17.87,0.0196,17.9501,0.0226,16.4561,0.0212
2M00581573-3327163,17.3658,0.0389,17.4171,0.0282,15.6618,0.0263
2M00581656-3325167,11.9655,0.0832,11.476,0.1723,10.9793,0.1214
2M00581733-3338169,18.7942,0.0577,18.5077,0.0405,16.2973,0.0291
2M00581777-3343125,17.9137,0.055,17.6941,0.0429,15.4,0.034
AP00582240-3322250,18.3011,0.0465,18.3511,0.032,16.9339,0.0326
AP00582240-3322250,0.0,0.0,0.0,0.0,0.0,0.0
2M00583191-3322161,18.4531,0.0464,18.3749,0.035,15.682,0.0557
2M00583285-3341104,17.613,0.0436,17.7171,0.0305,16.1487,0.0263
AP00583340-3337480,19.3251,0.1221,19.257,0.0531,16.0969,0.0277
2M00583360-3349398,17.9466,0.047,18.0254,0.0319,16.4489,0.0357
2M00583377-3343187,17.6737,0.0439,17.7241,0.027,16.0578,0.0256
2M00583615-3340258,18.1412,0.0481,17.7733,0.0328,15.8627,0.0275
2M00583880-3335025,17.9006,0.0311,17.9266,0.0213,16.4444,0.0231
2M00583966-3355347,17.6409,0.0173,17.6904,0.02,16.1635,0.0207
2M00584131-3351495,17.3766,0.0177,17.4149,0.0202,15.6297,0.0184
2M00584259-3348333,17.3493,0.043,17.3557,0.0279,15.5299,0.0294
2M00584347-3350309,18.4429,0.0546,18.5355,0.0361,17.0296,0.0342
2M00584347-3350309,0.0,0.0,0.0,0.0,0.0,0.0
2M00584451-3331100,17.161,0.0386,16.8354,0.0298,15.0982,0.0274
2M00584470-3341561,17.2913,0.0422,17.3443,0.0288,15.5538,0.0257
2M00584546-3310006,17.4992,0.024,17.5081,0.0288,15.6649,0.0333
2M00584671-3353367,17.728,0.0219,17.7758,0.0216,16.1293,0.0189
2M00584696-3338536,18.0364,0.0475,18.092,0.0334,16.5266,0.0284
AP00584990-3350050,16.7835,0.0416,16.7039,0.0257,15.5987,0.0269
2M00585345-3346230,18.5243,0.0541,18.5042,0.0434,17.0781,0.0344
2M00585354-3351484,18.055,0.0483,17.7848,0.0305,15.2818,0.0299
2M00585545-3341322,0.0,0.0,0.0,0.0,0.0,0.0
2M00585687-3337207,18.4731,0.0526,18.5041,0.0327,17.1769,0.0318
2M00585890-3339026,18.3762,0.0532,18.4221,0.0426,17.0959,0.0338
2M00590028-3343147,18.2514,0.0496,18.2508,0.0387,16.8338,0.0318
2M00590130-3354313,18.2222,0.0261,18.2205,0.0226,16.7504,0.0201
2M00590283-3347385,17.2117,0.0417,16.9007,0.0256,15.3666,0.0261
2M00590364-3402262,11.3498,0.1747,11.4721,0.119,10.5292,0.1398
2M00590406-3340317,18.2904,0.051,18.3108,0.0367,16.8938,0.0311
2M00590432-3344058,17.749,0.0435,17.8021,0.0295,16.1135,0.0318
2M00590481-3338442,17.126,0.0408,17.1331,0.0253,15.2265,0.0252
2M00590484-3342548,17.2893,0.0416,17.0903,0.0272,15.8549,0.0277
2M00590731-3326248,0.0,0.0,0.0,0.0,0.0,0.0
2M00590942-3350542,18.4332,0.0314,18.4513,0.0312,16.8786,0.022
2M00590956-3339062,18.6821,0.0349,18.6532,0.0295,17.1868,0.0214
2M00591012-3340185,18.4165,0.0316,18.3935,0.0262,17.0232,0.0186
2M00591134-3337281,18.1521,0.0221,18.154,0.0221,16.5991,0.0211
2M00591177-3330500,18.3811,0.018,18.4116,0.0195,17.0125,0.0169
2M00591177-3330500,0.0,0.0,0.0,0.0,0.0,0.0
2M00591183-3341252,17.7709,0.0198,17.7493,0.0151,16.1462,0.0179
2M00591209-3346208,17.5836,0.0203,17.5914,0.0191,15.9757,0.0183
2M00591396-3400385,17.8582,0.0178,17.8874,0.0209,16.3714,0.0225
2M00591515-3342547,17.9073,0.0227,17.9612,0.0207,16.3234,0.0175
2M00591621-3332156,17.9521,0.0147,17.9824,0.0161,16.5054,0.014
2M00591669-3340302,18.1816,0.0278,18.1935,0.0204,16.6032,0.0168
2M00591759-3337335,18.462,0.0282,18.4801,0.021,17.0777,0.0228
2M00591778-3346016,17.7001,0.0189,17.7278,0.0199,16.022,0.0204
2M00591884-3342175,17.9301,0.0249,17.9245,0.0247,16.2301,0.0188
2M00591916-3338510,17.7278,0.0192,17.7581,0.0197,16.1287,0.0179
2M00592065-3348566,17.4691,0.0209,17.4701,0.0194,15.6169,0.0232
2M00592081-3344049,17.4876,0.0218,17.4863,0.0205,15.8182,0.0235
2M00592303-3409390,18.1645,0.0365,18.1912,0.0388,16.7542,0.031
2M00592368-3325129,18.2163,0.0248,18.2975,0.0261,16.8495,0.0162
2M00592563-3358214,18.0155,0.0323,18.0223,0.03,16.5823,0.0431
2M00592626-3346529,17.4094,0.0195,17.4114,0.0225,15.6685,0.028
2M00592629-3352120,18.2712,0.024,18.293,0.0242,16.718,0.0233
2M00592713-3343423,17.9313,0.0251,17.9356,0.0264,16.3555,0.0244
2M00592768-3340356,17.4189,0.0196,17.4454,0.0248,15.7258,0.0254
2M00592830-3342073,17.3764,0.016,17.3681,0.017,15.4046,0.0195
2M00592893-3306149,0.0,0.0,0.0,0.0,0.0,0.0
2M00593045-3336050,18.1588,0.0214,18.1705,0.024,16.7322,0.0213
2M00593048-3339041,18.1996,0.0219,18.2057,0.0269,16.8131,0.0248
2M00593400-3346210,17.7287,0.0176,17.7317,0.0227,16.0565,0.0233
2M00593538-3344094,17.653,0.0164,17.6406,0.0221,15.6678,0.0261
2M00593697-3341559,18.2908,0.0246,18.3293,0.0279,16.7905,0.0257
2M00593698-3330283,17.9238,0.0184,17.955,0.0192,16.3355,0.0187
2M00593723-3337106,17.8825,0.0182,17.8954,0.0179,16.1657,0.0198
2M00593771-3347016,18.2387,0.0219,18.2548,0.0243,16.6774,0.0228
2M00593804-3400100,18.2555,0.0319,18.105,0.0386,15.4604,0.037
2M00593805-3340323,17.9913,0.0204,18.0324,0.0221,16.4427,0.0241
2M00593811-3335080,17.7716,0.0172,17.8075,0.0168,16.1569,0.0163
2M00593841-3345107,17.7393,0.0196,17.7415,0.0217,16.0397,0.0241
2M00593852-3342534,19.1477,0.0419,19.1205,0.0409,16.092,0.0194
2M00593881-3421419,0.0,0.0,0.0,0.0,0.0,0.0
2M00593968-3325336,17.9503,0.0196,18.0551,0.0197,16.6149,0.017
2M00594032-3336064,17.7634,0.0176,17.7633,0.0177,16.092,0.0211
2M00594105-3355096,17.6205,0.0222,17.3366,0.0258,15.6761,0.0241
2M00594109-3337453,18.4119,0.0207,18.4248,0.0276,17.0799,0.0245
2M00594109-3337453,0.0,0.0,0.0,0.0,0.0,0.0
2M00594140-3338470,17.9061,0.0175,17.9158,0.0183,16.2278,0.0206
2M00594258-3342182,17.8528,0.0219,17.8538,0.0212,16.1359,0.0231
2M00594317-3356467,17.2776,0.0306,17.2941,0.0276,15.5264,0.0297
2M00594406-3349411,18.0854,0.0206,18.1024,0.0209,16.5739,0.0225
2M00594410-3334543,18.9615,0.0284,18.9179,0.0283,15.7854,0.0177
2M00594412-3328118,17.8485,0.0218,17.8833,0.0199,16.2494,0.0166
2M00594490-3344350,18.3646,0.0223,18.3807,0.0285,16.8289,0.0252
2M00594616-3348391,17.8655,0.0191,17.8865,0.0229,16.2697,0.0205
2M00594641-3341233,17.6438,0.0175,17.6177,0.0227,15.6954,0.0224
2M00594674-3401081,16.0785,0.029,16.063,0.0289,15.2481,0.0536
2M00594706-3342543,18.2156,0.0238,18.1169,0.0253,16.5384,0.0228
2M00594721-3333370,17.7968,0.0141,17.8419,0.0137,16.2922,0.0144
2M00594727-3346305,17.8184,0.0191,17.8085,0.0203,16.0629,0.0206
2M00594768-3347293,18.0728,0.0234,18.0808,0.0246,16.4261,0.0206
2M00594992-3344050,18.0305,0.0218,18.0337,0.0267,16.5538,0.0236
2M00595077-3331472,18.1746,0.0153,18.2005,0.0157,16.7055,0.0128
2M00595099-3348550,18.2818,0.0256,18.3409,0.0234,16.9328,0.0218
2M00595199-3342361,18.2942,0.0246,18.3142,0.0266,16.8228,0.0257
2M00595228-3344546,17.5001,0.0168,17.5088,0.0253,15.7427,0.0188
2M00595241-3341282,18.3358,0.0243,18.3635,0.0225,16.8039,0.0217
2M00595302-3339189,17.7402,0.0153,17.7235,0.0221,15.9052,0.0271
2M00595385-3319402,17.9885,0.018,18.08,0.0204,16.6104,0.0155
2M00595400-3337421,18.0821,0.0196,18.0989,0.0212,16.5683,0.0221
2M00595422-3340270,17.7745,0.0198,17.7945,0.0214,16.0436,0.0236
2M00595563-3333246,17.0718,0.0096,17.1017,0.011,15.646,0.013
2M00595568-3346400,17.4898,0.0162,17.5152,0.0223,15.8455,0.018
2M00595608-3356010,19.3844,0.0613,19.1515,0.0419,16.3755,0.035
2M00595660-3336417,17.6973,0.0195,17.7155,0.0198,16.0806,0.0186
AP00595670-3353540,17.9077,0.0161,17.6625,0.0137,15.6182,0.016
2M00595790-3343212,18.7797,0.0313,18.8106,0.0443,17.3946,0.0274
2M00595826-3345507,17.9841,0.0185,18.0019,0.0252,16.3666,0.0279
2M00595827-3341087,17.9639,0.0196,17.9668,0.0297,16.3243,0.0204
2M00595831-3334406,18.193,0.0189,18.2094,0.0159,16.678,0.0174
2M00595966-3339319,18.2723,0.0193,18.3037,0.0292,16.8065,0.0256
2M01000005-3326384,17.8705,0.0192,17.9863,0.0212,16.5369,0.0187
2M01000007-3338343,17.6143,0.0193,17.6009,0.0227,15.7757,0.024
2M01000025-3344479,17.7716,0.0204,17.8205,0.0259,16.2072,0.0272
2M01000050-3349355,17.7092,0.0174,17.7477,0.0198,16.2314,0.0234
2M01000112-3322045,17.384,0.019,17.4981,0.019,15.9083,0.0219
2M01000146-3351167,17.9715,0.021,18.0044,0.0267,16.5953,0.0201
2M01000192-3347122,18.4447,0.0264,18.5206,0.0263,17.0361,0.025
2M01000240-3340202,17.5901,0.0182,17.6219,0.0254,16.0079,0.0249
2M01000257-3359037,18.1421,0.0318,17.8952,0.0367,15.9586,0.0392
2M01000268-3330253,18.1367,0.0206,18.1824,0.0216,16.6486,0.0178
2M01000382-3335362,18.1998,0.0179,18.2112,0.0221,16.7398,0.0163
2M01000423-3352218,17.6502,0.014,17.6761,0.0169,16.1247,0.0175
2M01000463-3341120,17.7359,0.0174,17.7552,0.0274,16.1983,0.0283
2M01000651-3334357,18.5565,0.0227,18.3808,0.0189,15.5549,0.0152
2M01000697-3347095,18.0611,0.0251,18.1028,0.0274,16.5962,0.0268
2M01000742-3345573,17.8348,0.0206,17.8635,0.0291,16.2778,0.0267
2M01000746-3343198,17.8464,0.02,17.8891,0.0272,16.3084,0.0268
2M01000758-3337039,17.8525,0.017,17.8481,0.0194,16.1854,0.0268
2M01000806-3328383,18.4868,0.0278,18.2235,0.0218,16.1893,0.0181
2M01000878-3339541,18.2902,0.0256,18.3449,0.0287,16.9195,0.0307
2M01000878-3339541,0.0,0.0,0.0,0.0,0.0,0.0
2M01000899-3350228,17.7634,0.02,17.7631,0.0226,16.2115,0.0276
2M01000919-3336094,18.1511,0.0196,18.1978,0.0198,16.657,0.0157
2M01001011-3300456,0.0,0.0,0.0,0.0,0.0,0.0
2M01001094-3401348,17.7035,0.0298,17.7549,0.0354,16.0873,0.0519
2M01001174-3344503,18.0038,0.0268,18.0451,0.0305,16.5673,0.0277
2M01001181-3342169,18.0635,0.0247,18.0633,0.0302,16.4077,0.0291
2M01001215-3337260,17.5458,0.0157,17.5377,0.0165,15.6416,0.0199
2M01001226-3359271,18.2898,0.0426,17.969,0.0363,15.9909,0.0419
2M01001278-3341157,17.5464,0.0188,17.5625,0.0235,15.8602,0.0304
2M01001308-3357153,18.3072,0.0422,18.3159,0.0384,16.9811,0.0425
2M01001460-3347116,18.2242,0.0228,18.238,0.0269,16.7714,0.0301
2M01001460-3347116,0.0,0.0,0.0,0.0,0.0,0.0
2M01001518-3326212,18.3688,0.0255,18.4669,0.0277,17.0922,0.0199
2M01001518-3326212,0.0,0.0,0.0,0.0,0.0,0.0
2M01001537-3339060,17.6099,0.0206,17.6212,0.0173,15.8667,0.0253
2M01001630-3342371,17.4446,0.0195,17.4329,0.0247,15.5522,0.0283
2M01001736-3341083,18.0242,0.0202,18.0434,0.0239,16.3523,0.0294
2M01001736-3343595,18.176,0.0231,18.2082,0.0293,16.7189,0.0301
2M01001777-3335597,17.649,0.0155,17.6438,0.0162,15.8176,0.0145
2M01001821-3331405,17.6371,0.0127,17.6762,0.0154,15.8082,0.0134
2M01001833-3353314,17.6283,0.0139,17.6374,0.018,15.8863,0.0199
2M01001885-3337578,18.5861,0.028,18.5987,0.0322,17.1517,0.0263
2M01002076-3347108,17.6842,0.0205,17.7313,0.0285,16.0682,0.0241
2M01002109-3333464,18.3015,0.0168,18.3327,0.0173,16.8212,0.0137
2M01002112-3356279,17.879,0.0265,17.9205,0.0287,16.4037,0.042
2M01002118-3346012,18.2216,0.0294,18.2435,0.0289,16.6677,0.0255
2M01002380-3358187,18.3373,0.0355,18.3302,0.0239,16.8923,0.0428
2M01002384-3342173,17.595,0.0194,17.6234,0.0246,15.8572,0.0265
2M01002463-3344287,18.0042,0.0207,17.9878,0.0307,16.4955,0.0261
2M01002531-3350506,17.4957,0.0145,17.4507,0.018,15.4924,0.022
2M01002579-3330255,17.8574,0.0184,17.9184,0.0211,16.4046,0.0205
2M01002619-3331388,17.9649,0.0141,18.0112,0.0158,16.5505,0.0131
2M01002624-3411206,17.5513,0.0288,17.5611,0.0261,15.8419,0.0343
2M01002631-3347128,18.3619,0.0251,18.4137,0.0297,16.9515,0.0208
2M01002631-3347128,0.0,0.0,0.0,0.0,0.0,0.0
2M01002703-3338221,18.0381,0.021,18.0267,0.0163,16.3925,0.0208
2M01002744-3353032,18.322,0.0203,17.9947,0.0167,16.13,0.0205
2M01002924-3355442,17.8918,0.03,17.9426,0.0271,16.3054,0.0368
2M01003077-3337306,17.6829,0.0186,17.6976,0.0187,16.0239,0.0196
AP01003180-3330010,18.3672,0.0264,18.3957,0.0258,17.031,0.019
2M01003285-3336075,18.1678,0.0189,18.1945,0.0206,16.7015,0.0194
2M01003317-3328537,18.2431,0.0255,18.305,0.0205,16.9045,0.0186
2M01003432-3349528,18.1517,0.0223,18.1531,0.0255,16.5214,0.0211
2M01003545-3346588,18.4668,0.0249,18.5109,0.027,17.0476,0.023
2M01003813-3348168,17.5339,0.0163,17.5517,0.0234,15.756,0.0195
2M01003892-3326097,17.8635,0.0176,17.933,0.0183,16.4037,0.0151
2M01003945-3354482,18.4323,0.0299,18.4638,0.025,17.0539,0.042
2M01003945-3354482,0.0,0.0,0.0,0.0,0.0,0.0
2M01004017-3334353,18.2969,0.0201,18.3468,0.0204,16.9885,0.0177
2M01004177-3359010,18.1987,0.0365,18.1912,0.0357,16.7067,0.04
2M01004256-3335475,17.358,0.0124,17.3726,0.0134,15.6028,0.0138
AP01004420-3348210,18.27,0.0199,18.3085,0.0247,16.8577,0.0245
2M01004427-3349188,17.7437,0.0179,17.7707,0.0223,16.0319,0.0178
2M01004566-3401277,17.6059,0.0267,17.6532,0.0251,16.0009,0.0358
2M01004821-3349555,17.8455,0.0185,17.8574,0.0211,16.2863,0.0192
2M01004874-3357248,19.049,0.0393,18.9702,0.0366,16.1816,0.0296
2M01004970-3325330,18.1239,0.0166,18.1927,0.0165,16.7479,0.0128
2M01005274-3347571,17.5623,0.0156,17.3475,0.0177,15.0882,0.0173
2M01005370-3352274,17.8485,0.0158,17.881,0.0196,16.2804,0.0195
2M01005465-3325231,17.6107,0.0129,17.6345,0.0135,15.8944,0.0121
2M01005782-3404429,17.4048,0.0177,17.4184,0.0155,15.6088,0.021
2M01005905-3351116,18.3722,0.0242,18.3977,0.0245,16.9675,0.0219
2M01005927-3349092,18.3135,0.0235,18.3167,0.0265,16.8246,0.0243
2M01005948-3330052,18.271,0.0169,18.0584,0.0147,16.4382,0.0151
2M01010094-3327549,18.1006,0.0189,18.1488,0.0174,16.6501,0.0151
2M01010434-3328596,19.0138,0.0394,18.9499,0.0346,15.9552,0.0205
2M01010709-3336065,17.5068,0.0192,17.5477,0.0215,15.77,0.0239
2M01011013-3331571,19.033,0.0246,18.8248,0.0221,16.3176,0.0151
2M01011257-3310384,0.0,0.0,0.0,0.0,0.0,0.0
2M01011370-3345409,18.2206,0.0215,18.2272,0.0239,16.7168,0.0359
2M01011457-3330094,16.8537,0.0173,16.9325,0.0191,15.1123,0.0181
2M01011632-3348024,18.248,0.0213,18.2863,0.022,16.8517,0.0347
2M01011722-3336417,17.3568,0.017,17.1885,0.0158,15.7745,0.0268
2M01011927-3345417,17.7929,0.0192,17.8367,0.0176,16.1853,0.0367
2M01012084-3353047,16.7914,0.0138,16.8125,0.0192,14.8905,0.0259
2M01012167-3336197,17.6461,0.0175,17.6717,0.0163,16.1019,0.0203
2M01012460-3338346,17.4952,0.0251,17.5118,0.0271,15.5652,0.034
2M01012924-3343300,17.7752,0.0302,17.8293,0.0229,16.3217,0.0427
2M01013019-3346169,18.1663,0.0377,18.2529,0.0201,16.7806,0.0489
2M01013019-3346169,0.0,0.0,0.0,0.0,0.0,0.0
2M01013083-3357301,17.9105,0.0307,17.9727,0.0394,16.463,0.0446
2M01013083-3357301,0.0,0.0,0.0,0.0,0.0,0.0
2M01013596-3329096,18.2469,0.0267,18.3169,0.0273,16.8889,0.0199
2M01013961-3345043,17.433,0.0284,17.4441,0.02,15.538,0.0579
2M01014291-3329481,18.1452,0.0223,18.2184,0.0273,16.7348,0.0221
2M01014472-3338305,17.508,0.0275,17.303,0.0181,15.8044,0.0359
2M01014524-3325405,17.8299,0.0213,17.9063,0.0213,16.423,0.0207
2M01014939-3336241,17.5178,0.0224,17.5774,0.0188,15.7215,0.0298
2M01014944-3354103,17.2303,0.0245,17.2873,0.023,15.4964,0.044
2M01014944-3354103,17.24,0.0246,17.2962,0.0405,15.5599,0.0473
2M01014944-3354103,0.0,0.0,0.0,0.0,0.0,0.0
2M01020002-3351130,17.9252,0.0304,17.9589,0.0281,16.4148,0.0437
2M01020002-3351130,0.0,0.0,0.0,0.0,0.0,0.0
2M01020368-3325079,17.3786,0.0173,17.4709,0.0207,15.7149,0.016
2M01020812-3357506,0.0,0.0,0.0,0.0,0.0,0.0
2M01020879-3329106,17.6801,0.0193,17.779,0.021,16.0759,0.0168
2M01021597-3345021,18.3542,0.0368,18.3856,0.0318,16.8961,0.0638
2M01021689-3324279,11.5551,0.1709,11.3935,0.206,11.6553,0.1865
2M01021689-3324279,0.0,0.0,0.0,0.0,0.0,0.0
2M01021830-3337358,18.247,0.0322,18.3534,0.0411,16.9398,0.0439
2M01021876-3336155,18.004,0.0256,18.0636,0.0198,16.6024,0.0239
2M01022223-3323049,17.3305,0.0164,17.3744,0.0192,15.5658,0.0172
2M01022223-3323049,0.0,0.0,0.0,0.0,0.0,0.0
2M01022362-3343441,17.353,0.0261,17.3972,0.03,15.5831,0.0459
2M01022362-3343441,0.0,0.0,0.0,0.0,0.0,0.0
2M01022380-3355222,0.0,0.0,0.0,0.0,0.0,0.0
2M01022409-3351407,18.074,0.033,18.1681,0.0316,16.6665,0.0382
2M01022409-3351407,0.0,0.0,0.0,0.0,0.0,0.0
2M01022532-3339501,18.0025,0.0356,18.0859,0.0316,16.6117,0.0532
2M01022532-3339501,0.0,0.0,0.0,0.0,0.0,0.0
2M01022832-3347200,18.1104,0.0231,18.1358,0.0229,16.6371,0.0316
2M01022832-3347200,0.0,0.0,0.0,0.0,0.0,0.0
2M01023391-3338599,18.1472,0.0246,18.1936,0.0285,16.7175,0.0307
2M01023391-3338599,0.0,0.0,0.0,0.0,0.0,0.0
2M01023471-3400466,0.0,0.0,0.0,0.0,0.0,0.0
2M01023613-3310060,17.9286,0.0133,17.8456,0.0166,16.2847,0.0205
2M01023613-3310060,0.0,0.0,0.0,0.0,0.0,0.0
2M01023885-3333154,18.0348,0.0142,18.1298,0.019,16.6012,0.0165
2M01023919-3418096,18.329,0.0266,18.3989,0.033,16.9809,0.0223
2M01024200-3335251,18.0298,0.0209,18.0992,0.0237,16.5571,0.0269
2M01024977-3340378,18.4521,0.0264,18.5383,0.0288,17.1483,0.0323
2M01024977-3340378,0.0,0.0,0.0,0.0,0.0,0.0
2M01025814-3334344,18.274,0.0236,18.3491,0.0236,16.8988,0.029
2M01025814-3334344,0.0,0.0,0.0,0.0,0.0,0.0
2M01030091-3348162,0.0,0.0,0.0,0.0,0.0,0.0
2M01031330-3350015,17.2508,0.0266,17.3068,0.0303,15.4608,0.0388
2M01031330-3350015,0.0,0.0,0.0,0.0,0.0,0.0
2M01031725-3344353,18.1514,0.0315,18.2361,0.0431,16.7642,0.0339
