4021.3300   ;Nd II
4021.6030   ;Fe I
4021.8150   ;Ti I
4021.8660   ;Fe I
4022.0440   ;Ni I
4022.2130   ;Fe I
4022.2500   ;Cr I
4022.4490   ;Fe I
4022.6250   ;Cu I
4022.7360   ;Fe I
4023.0010   ;Nd II
4023.2310   ;Sm II
4023.3840   ;V II
4023.6770   ;Sc I
4023.9960   ;Ni I
4024.0960   ;Fe I
4024.3500   ;Ce II
4024.4380   ;Zr II
4024.4870   ;Ce II
4024.5710   ;Ti I
4024.7250   ;Fe I
4024.9170   ;Zr I
4025.0080   ;Cr I
4025.1200   ;Ti II
4025.4220   ;Ni I
4026.1490   ;Cr I
4026.4330   ;Mn I
4026.5370   ;Ti I
4027.0280   ;Co I
4027.0800   ;Cr I
4027.2050   ;Zr I
4027.6630   ;Ni I
4028.3540   ;Ti II
4028.4470   ;Cr I
4028.5910   ;Mn I
4028.7760   ;Fe I
4028.9520   ;Zr I
4029.6290   ;Fe I
4030.0380   ;Zr I
4030.1850   ;Fe I
4030.4880   ;Fe I
4030.5110   ;Ti I
4030.7510   ;Mn I
4030.8900   ;Fe I
4031.1040   ;Cr I
4031.2400   ;Fe I
4031.3320   ;Ce II
4031.7280   ;Fe I
4031.7870   ;Mn I
4031.9610   ;Fe I
4032.4560   ;Fe I
4032.6280   ;Fe I
4033.0640   ;Mn I
4033.1870   ;Fe I
4033.2460   ;Cr I
4033.6480   ;Fe I
4033.9020   ;Ti I
4033.9440   ;Cr I
4034.0860   ;Zr II
4034.4820   ;Mn I
4034.8910   ;Ti I
4035.1100   ;Sm II
4035.2500   ;Fe I
4035.5390   ;Co I
4035.5940   ;Fe I
4035.7240   ;Mn I
4035.8250   ;Ti I
4035.9800   ;Fe I
4036.3660   ;Fe I
4036.5520   ;Fe I
4036.7750   ;V II
4037.1360   ;Fe I
4037.2730   ;Cr I
4037.3380   ;Gd II
4037.8970   ;Gd II
4038.1240   ;Nd II
4038.4660   ;Pr II
4038.6220   ;Fe I
4038.7900   ;Fe I
4039.0770   ;Cr I
4039.2730   ;Cr I
4039.5700   ;V II
4039.8340   ;Y I
4039.9380   ;Fe I
4040.0950   ;Fe I
4040.2360   ;Zr II
4040.3160   ;Ti I
4040.6380   ;Fe I
4040.7510   ;Ce II
4040.7960   ;Nd II
